card_url,image_url,Адрес,От метро,"Цена, ₽","Цена за м², ₽",Комнат,Этаж,Этажность,Площадь,description,Количество,В ЖК,"Площадь, м²","Цена, млн. ₽","Цена за м², тыс. ₽"
https://www.cian.ru/sale/flat/309081278/,https://images.cdn-cian.ru/images/2306827111-4.jpg,"Москва, ЮЗАО, р-н Южное Бутово, м. Бульвар Адмирала Ушакова, Южнобутовская улица, 75",Пешком,39000000.0,232143.0,5,4,9,168.0,"Продается шикарная 5-ти комнатная квартира в шаговой доступности от метро Бунинская аллея.
Квартира интересна своей планировкой, сделан хороший ремонт. Четыре изолированные комнаты и кухня-гостиная. Также, в квартире имеются два совмещенных санузла (6 и 5,2 метра), гардеробная (5 метров) и две просторные лоджии. Квартира продается с мебелью. Отличный вариант заехать и жить!
Закрытая территория, собственная площадка для отдыха. В каждом подъезде колясочная/велосипедная комната. Круглосуточная охрана и видеонаблюдение. Кирпичные толстые фасадные стены. За каждой квартирой закреплено машиноместо на охраняемой парковке в комплексе.

В пешей доступности: супермаркеты, Потаповские бани, фитнес клуб с бассейном Оhаnа , Спорт станция(футбол, теннис), бассейн ""Изумрудный"" , консультативно -диагностическая поликлиника, торговый центр Бутово Молл. А для долгих приятных прогулок большой красивый ландшафтный парк Южное Бутово с прудами.

Один взрослый собственник, полная стоимость в ДКП. В собственности более двадцати лет. Мы первые и единственные владельцы квартиры. Все перепланировки узаконены. Ипотека возможна, помогаем в оформлении.
Оперативный показ! Звоните. Продается 5-комнатная квартира рядом с метро Бульвар Адмирала Ушакова.",,,168.0,39.0,232.1
,,,,39000000.0,232143.0,—,—,—,168.0,Средние значения,1,,168.0,39.0,232.1
,,,,39000000.0,232143.0,—,—,—,168.0,Средние значения,1,,168.0,39.0,232.1
,,,,,,—,—,—,,Средние значения,0,,nan,nan,nan
,,,,,,—,—,—,,Средние значения,0,,nan,nan,nan
,,,,39000000.0,232143.0,—,—,—,168.0,Средние значения,1,,168.0,39.0,232.1
